path,label
C:\Users\Administrateur\Documents\P2M\dataset\université\emna\université-emna-18.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\esm\yasmine\esm-yasmine-33.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\carta\maycem\carta-maycem-1.jpg,carta
C:\Users\Administrateur\Documents\P2M\dataset\labes\emna\labes-emna-8.jpg,labes
C:\Users\Administrateur\Documents\P2M\dataset\université\emna\université-emna-13.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\dance\maycem\dance-maycem-8.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\handicap\emna\handicap-emna-9.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\jadda\emna\jadda-emna-9.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\armée\maycem\armée-maycem-3.jpg,armée
C:\Users\Administrateur\Documents\P2M\dataset\officiel\maycem\officiel-maycem-3.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\help\maycem\help-maycem-10.jpg,help
C:\Users\Administrateur\Documents\P2M\dataset\officiel\maycem\officiel-maycem-12.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\armée\emna\armée-emna-22.jpg,armée
C:\Users\Administrateur\Documents\P2M\dataset\faux\yasmine\faux-yasmine-10.jpg,faux
C:\Users\Administrateur\Documents\P2M\dataset\septembre\maycem\septembre-maycem-17.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\jadda\maycem\jadda-maycem-35.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\travailler\eya\travailler-eya-17.jpg,travailler
C:\Users\Administrateur\Documents\P2M\dataset\faux\maycem\faux-maycem-33.jpg,faux
C:\Users\Administrateur\Documents\P2M\dataset\carta\emna\carta-emna-17.jpg,carta
C:\Users\Administrateur\Documents\P2M\dataset\septembre\emna\septembre-emna-15.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\help\eya\help-eya-1.jpg,help
C:\Users\Administrateur\Documents\P2M\dataset\université\emna\université-emna-27.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\travailler\emna\travailler-emna-23.jpg,travailler
C:\Users\Administrateur\Documents\P2M\dataset\baladiya\emna\baladiya-emna-27.jpg,baladiya
C:\Users\Administrateur\Documents\P2M\dataset\officiel\maycem\officiel-maycem-7.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\esm\maycem\esm-maycem-23.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\yasmine\kahwa-yasmine-22.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\handicap\eya\handicap-eya-24.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\jadda\emna\jadda-emna-17.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\université\yasmine\université-yasmine-6.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\faux\emna\faux-emna-6.jpg,faux
C:\Users\Administrateur\Documents\P2M\dataset\objectif\emna\objectif-emna-31.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\directeur\maycem\directeur-maycem-10.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\maman\yasmine\maman-yasmine-25.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\objectif\emna\objectif-emna-20.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\handicap\emna\handicap-emna-21.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\dance\maycem\dance-maycem-6.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\esm\maycem\esm-maycem-28.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\centre\maycem\centre-maycem-10.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\dance\maycem\dance-maycem-24.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\yasmine\sponsor-yasmine-13.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\université\maycem\université-maycem-12.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\handicap\maycem\handicap-maycem-18.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\officiel\maycem\officiel-maycem-28.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\baladiya\eya\baladiya-eya-10.jpg,baladiya
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\emna\sponsor-emna-27.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\esm\yasmine\esm-yasmine-24.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\objectif\maycem\objectif-maycem-14.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\directeur\yasmine\directeur-yasmine-28.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\taxi\emna\taxi-emna-29.jpg,taxi
C:\Users\Administrateur\Documents\P2M\dataset\carta\emna\carta-emna-24.jpg,carta
C:\Users\Administrateur\Documents\P2M\dataset\dance\eya\dance-eya-13.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\directeur\emna\directeur-emna-10.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\université\yasmine\université-yasmine-15.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\travailler\eya\travailler-eya-1.jpg,travailler
C:\Users\Administrateur\Documents\P2M\dataset\sœur\emna\sœur-emna-4.jpg,sœur
C:\Users\Administrateur\Documents\P2M\dataset\labes\eya\labes-eya-20.jpg,labes
C:\Users\Administrateur\Documents\P2M\dataset\handicap\maycem\handicap-maycem-16.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\université\maycem\université-maycem-3.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\emna\entikhabet-emna-20.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\centre\maycem\centre-maycem-32.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\baladiya\eya\baladiya-eya-2.jpg,baladiya
C:\Users\Administrateur\Documents\P2M\dataset\taxi\yasmine\taxi-yasmine-25.jpg,taxi
C:\Users\Administrateur\Documents\P2M\dataset\armée\emna\armée-emna-13.jpg,armée
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\eya\entikhabet-eya-10.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\maycem\kahwa-maycem-15.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\carta\maycem\carta-maycem-14.jpg,carta
C:\Users\Administrateur\Documents\P2M\dataset\carta\emna\carta-emna-2.jpg,carta
C:\Users\Administrateur\Documents\P2M\dataset\help\emna\help-emna-1.jpg,help
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\emna\kahwa-emna-33.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\eya\psychologie-eya-34.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\dance\maycem\dance-maycem-16.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\maman\emna\maman-emna-5.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\faux\yasmine\faux-yasmine-14.jpg,faux
C:\Users\Administrateur\Documents\P2M\dataset\esm\maycem\esm-maycem-31.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\emna\entikhabet-emna-9.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\centre\eya\centre-eya-6.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\help\eya\help-eya-17.jpg,help
C:\Users\Administrateur\Documents\P2M\dataset\handicap\maycem\handicap-maycem-8.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\entendant\eya\entendant-eya-22.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\dance\eya\dance-eya-16.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\yasmine\kahwa-yasmine-5.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\sœur\emna\sœur-emna-33.jpg,sœur
C:\Users\Administrateur\Documents\P2M\dataset\dance\maycem\dance-maycem-34.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\taxi\maycem\taxi-maycem-11.jpg,taxi
C:\Users\Administrateur\Documents\P2M\dataset\jadda\yasmine\jadda-yasmine-10.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\eya\psychologie-eya-2.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\entendant\maycem\entendant-maycem-16.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\esm\maycem\esm-maycem-34.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\septembre\maycem\septembre-maycem-1.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\centre\maycem\centre-maycem-1.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\labes\emna\labes-emna-24.jpg,labes
C:\Users\Administrateur\Documents\P2M\dataset\taxi\emna\taxi-emna-9.jpg,taxi
C:\Users\Administrateur\Documents\P2M\dataset\sœur\emna\sœur-emna-30.jpg,sœur
C:\Users\Administrateur\Documents\P2M\dataset\centre\emna\centre-emna-24.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\entendant\maycem\entendant-maycem-3.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\baladiya\emna\baladiya-emna-21.jpg,baladiya
C:\Users\Administrateur\Documents\P2M\dataset\septembre\maycem\septembre-maycem-18.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\handicap\maycem\handicap-maycem-21.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\jadda\yasmine\jadda-yasmine-39.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\yasmine\kahwa-yasmine-2.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\handicap\maycem\handicap-maycem-31.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\université\emna\université-emna-17.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\entendant\emna\entendant-emna-6.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\centre\eya\centre-eya-12.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\directeur\emna\directeur-emna-7.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\help\maycem\help-maycem-32.jpg,help
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\emna\sponsor-emna-8.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\handicap\maycem\handicap-maycem-3.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\université\emna\université-emna-14.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\armée\maycem\armée-maycem-25.jpg,armée
C:\Users\Administrateur\Documents\P2M\dataset\maman\maycem\maman-maycem-26.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\dar\emna\dar-emna-2.jpg,dar
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\mayecm\sponsor-mayecm-4.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\jadda\yasmine\jadda-yasmine-4.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\sœur\emna\sœur-emna-20.jpg,sœur
C:\Users\Administrateur\Documents\P2M\dataset\directeur\maycem\directeur-maycem-16.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\dance\emna\dance-emna-18.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\mayecm\sponsor-mayecm-1.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\maycem\kahwa-maycem-14.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\yasmine\kahwa-yasmine-8.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\maman\yasmine\maman-yasmine-20.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\handicap\emna\handicap-emna-10.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\esm\maycem\esm-maycem-21.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\directeur\maycem\directeur-maycem-26.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\baladiya\emna\baladiya-emna-3.jpg,baladiya
C:\Users\Administrateur\Documents\P2M\dataset\help\maycem\help-maycem-25.jpg,help
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\yasmine\kahwa-yasmine-10.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\taxi\emna\taxi-emna-7.jpg,taxi
C:\Users\Administrateur\Documents\P2M\dataset\handicap\emna\handicap-emna-5.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\entendant\maycem\entendant-maycem-4.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\septembre\eya\septembre-eya-8.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\officiel\maycem\officiel-maycem-13.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\université\yasmine\université-yasmine-10.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\septembre\maycem\septembre-maycem-32.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\handicap\emna\handicap-emna-4.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\travailler\emna\travailler-emna-21.jpg,travailler
C:\Users\Administrateur\Documents\P2M\dataset\maman\maycem\maman-maycem-7.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\centre\eya\centre-eya-25.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\université\yasmine\université-yasmine-27.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\labes\eya\labes-eya-7.jpg,labes
C:\Users\Administrateur\Documents\P2M\dataset\officiel\maycem\officiel-maycem-14.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\maycem\kahwa-maycem-1.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\maman\maycem\maman-maycem-20.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\maman\emna\maman-emna-31.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\jadda\yasmine\jadda-yasmine-20.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\dance\emna\dance-emna-13.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\emna\sponsor-emna-9.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\handicap\maycem\handicap-maycem-5.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\travailler\emna\travailler-emna-19.jpg,travailler
C:\Users\Administrateur\Documents\P2M\dataset\help\eya\help-eya-4.jpg,help
C:\Users\Administrateur\Documents\P2M\dataset\entendant\maycem\entendant-maycem-19.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\dance\emna\dance-emna-31.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\entendant\maycem\entendant-maycem-26.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\centre\maycem\centre-maycem-12.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\directeur\emna\directeur-emna-6.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\dance\eya\dance-eya-30.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\travailler\emna\travailler-emna-7.jpg,travailler
C:\Users\Administrateur\Documents\P2M\dataset\université\emna\université-emna-16.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\eya\entikhabet-eya-26.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\directeur\maycem\directeur-maycem-21.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\université\maycem\université-maycem-10.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\dance\emna\dance-emna-38.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\armée\maycem\armée-maycem-20.jpg,armée
C:\Users\Administrateur\Documents\P2M\dataset\centre\eya\centre-eya-18.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\emna\psychologie-emna-3.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\entendant\maycem\entendant-maycem-29.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\dar\eya\dar-eya-32.jpg,dar
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\maycem\psychologie-maycem-3.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\labes\eya\labes-eya-23.jpg,labes
C:\Users\Administrateur\Documents\P2M\dataset\carta\emna\carta-emna-11.jpg,carta
C:\Users\Administrateur\Documents\P2M\dataset\armée\maycem\armée-maycem-30.jpg,armée
C:\Users\Administrateur\Documents\P2M\dataset\travailler\eya\travailler-eya-13.jpg,travailler
C:\Users\Administrateur\Documents\P2M\dataset\armée\yasmine\armée-yasmine-22.jpg,armée
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\eya\entikhabet-eya-24.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\université\yasmine\université-yasmine-24.jpg,université
C:\Users\Administrateur\Documents\P2M\dataset\septembre\eya\septembre-eya-30.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\dar\eya\dar-eya-9.jpg,dar
C:\Users\Administrateur\Documents\P2M\dataset\esm\emna\esm-emna-2.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\esm\maycem\esm-maycem-25.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\travailler\eya\travailler-eya-9.jpg,travailler
C:\Users\Administrateur\Documents\P2M\dataset\handicap\eya\handicap-eya-7.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\emna\sponsor-emna-2.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\mayecm\sponsor-mayecm-33.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\maycem\psychologie-maycem-9.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\eya\entikhabet-eya-22.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\septembre\maycem\septembre-maycem-14.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\eya\psychologie-eya-1.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\eya\psychologie-eya-5.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\emna\psychologie-emna-16.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\labes\eya\labes-eya-12.jpg,labes
C:\Users\Administrateur\Documents\P2M\dataset\maman\yasmine\maman-yasmine-26.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\maman\yasmine\maman-yasmine-30.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\labes\emna\labes-emna-28.jpg,labes
C:\Users\Administrateur\Documents\P2M\dataset\jadda\maycem\jadda-maycem-1.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\baladiya\maycem\baladiya-maycem-3.jpg,baladiya
C:\Users\Administrateur\Documents\P2M\dataset\centre\maycem\centre-maycem-9.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\centre\maycem\centre-maycem-15.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\carta\maycem\carta-maycem-16.jpg,carta
C:\Users\Administrateur\Documents\P2M\dataset\help\eya\help-eya-26.jpg,help
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\emna\entikhabet-emna-26.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\dance\emna\dance-emna-6.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\faux\maycem\faux-maycem-16.jpg,faux
C:\Users\Administrateur\Documents\P2M\dataset\help\maycem\help-maycem-7.jpg,help
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\yasmine\kahwa-yasmine-24.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\esm\maycem\esm-maycem-17.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\entendant\eya\entendant-eya-30.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\eya\psychologie-eya-3.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\entendant\maycem\entendant-maycem-15.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\dance\eya\dance-eya-17.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\objectif\emna\objectif-emna-8.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\maycem\entikhabet-maycem-20.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\dance\maycem\dance-maycem-27.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\emna\entikhabet-emna-23.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\dar\emna\dar-emna-4.jpg,dar
C:\Users\Administrateur\Documents\P2M\dataset\maman\maycem\maman-maycem-34.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\dar\eya\dar-eya-31.jpg,dar
C:\Users\Administrateur\Documents\P2M\dataset\carta\maycem\carta-maycem-24.jpg,carta
C:\Users\Administrateur\Documents\P2M\dataset\travailler\emna\travailler-emna-28.jpg,travailler
C:\Users\Administrateur\Documents\P2M\dataset\help\emna\help-emna-9.jpg,help
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\eya\entikhabet-eya-1.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\septembre\eya\septembre-eya-25.jpg,septembre
C:\Users\Administrateur\Documents\P2M\dataset\labes\emna\labes-emna-2.jpg,labes
C:\Users\Administrateur\Documents\P2M\dataset\esm\emna\esm-emna-29.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\faux\maycem\faux-maycem-8.jpg,faux
C:\Users\Administrateur\Documents\P2M\dataset\maman\maycem\maman-maycem-13.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\armée\emna\armée-emna-25.jpg,armée
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\maycem\entikhabet-maycem-18.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\emna\sponsor-emna-13.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\emna\kahwa-emna-12.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\help\maycem\help-maycem-12.jpg,help
C:\Users\Administrateur\Documents\P2M\dataset\handicap\emna\handicap-emna-24.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\mayecm\sponsor-mayecm-20.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\dar\eya\dar-eya-26.jpg,dar
C:\Users\Administrateur\Documents\P2M\dataset\dance\emna\dance-emna-35.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\sœur\emna\sœur-emna-27.jpg,sœur
C:\Users\Administrateur\Documents\P2M\dataset\taxi\maycem\taxi-maycem-25.jpg,taxi
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\eya\psychologie-eya-23.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\maman\emna\maman-emna-2.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\carta\emna\carta-emna-3.jpg,carta
C:\Users\Administrateur\Documents\P2M\dataset\psychologie\eya\psychologie-eya-4.jpg,psychologie
C:\Users\Administrateur\Documents\P2M\dataset\esm\emna\esm-emna-28.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\kahwa\maycem\kahwa-maycem-11.jpg,kahwa
C:\Users\Administrateur\Documents\P2M\dataset\sponsor\emna\sponsor-emna-17.jpg,sponsor
C:\Users\Administrateur\Documents\P2M\dataset\dar\eya\dar-eya-16.jpg,dar
C:\Users\Administrateur\Documents\P2M\dataset\handicap\maycem\handicap-maycem-22.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\travailler\eya\travailler-eya-2.jpg,travailler
C:\Users\Administrateur\Documents\P2M\dataset\objectif\eya\objectif-eya-24.jpg,objectif
C:\Users\Administrateur\Documents\P2M\dataset\faux\yasmine\faux-yasmine-19.jpg,faux
C:\Users\Administrateur\Documents\P2M\dataset\directeur\emna\directeur-emna-31.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\dance\eya\dance-eya-9.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\sœur\emna\sœur-emna-34.jpg,sœur
C:\Users\Administrateur\Documents\P2M\dataset\entendant\eya\entendant-eya-3.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\help\eya\help-eya-28.jpg,help
C:\Users\Administrateur\Documents\P2M\dataset\travailler\emna\travailler-emna-20.jpg,travailler
C:\Users\Administrateur\Documents\P2M\dataset\taxi\maycem\taxi-maycem-14.jpg,taxi
C:\Users\Administrateur\Documents\P2M\dataset\jadda\emna\jadda-emna-19.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\sœur\emna\sœur-emna-35.jpg,sœur
C:\Users\Administrateur\Documents\P2M\dataset\officiel\yasmine\officiel-yasmine-20.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\faux\emna\faux-emna-20.jpg,faux
C:\Users\Administrateur\Documents\P2M\dataset\maman\yasmine\maman-yasmine-22.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\esm\emna\esm-emna-3.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\entendant\emna\entendant-emna-8.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\sœur\yasmine\sœur-yasmine-29.jpg,sœur
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\eya\entikhabet-eya-17.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\labes\emna\labes-emna-23.jpg,labes
C:\Users\Administrateur\Documents\P2M\dataset\officiel\yasmine\officiel-yasmine-18.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\handicap\emna\handicap-emna-16.jpg,handicap
C:\Users\Administrateur\Documents\P2M\dataset\esm\emna\esm-emna-23.jpg,esm
C:\Users\Administrateur\Documents\P2M\dataset\sœur\maycem\sœur-maycem-11.jpg,sœur
C:\Users\Administrateur\Documents\P2M\dataset\carta\emna\carta-emna-27.jpg,carta
C:\Users\Administrateur\Documents\P2M\dataset\dance\emna\dance-emna-4.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\sœur\maycem\sœur-maycem-33.jpg,sœur
C:\Users\Administrateur\Documents\P2M\dataset\directeur\maycem\directeur-maycem-4.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\centre\emna\centre-emna-9.jpg,centre
C:\Users\Administrateur\Documents\P2M\dataset\officiel\yasmine\officiel-yasmine-16.jpg,officiel
C:\Users\Administrateur\Documents\P2M\dataset\taxi\yasmine\taxi-yasmine-18.jpg,taxi
C:\Users\Administrateur\Documents\P2M\dataset\maman\emna\maman-emna-30.jpg,maman
C:\Users\Administrateur\Documents\P2M\dataset\dance\maycem\dance-maycem-35.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\dance\emna\dance-emna-30.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\armée\maycem\armée-maycem-29.jpg,armée
C:\Users\Administrateur\Documents\P2M\dataset\entikhabet\maycem\entikhabet-maycem-29.jpg,entikhabet
C:\Users\Administrateur\Documents\P2M\dataset\baladiya\maycem\baladiya-maycem-6.jpg,baladiya
C:\Users\Administrateur\Documents\P2M\dataset\jadda\yasmine\jadda-yasmine-8.jpg,jadda
C:\Users\Administrateur\Documents\P2M\dataset\dance\maycem\dance-maycem-3.jpg,dance
C:\Users\Administrateur\Documents\P2M\dataset\entendant\eya\entendant-eya-19.jpg,entendant
C:\Users\Administrateur\Documents\P2M\dataset\armée\maycem\armée-maycem-26.jpg,armée
C:\Users\Administrateur\Documents\P2M\dataset\directeur\yasmine\directeur-yasmine-10.jpg,directeur
C:\Users\Administrateur\Documents\P2M\dataset\directeur\emna\directeur-emna-14.jpg,directeur
